Station Code,Station Name,District,Latitude,Longitude,Year,Month,Day,RF in mm
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,3,7,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,3,8,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,3,9,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,3,10,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,3,11,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,3,12,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,3,13,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,3,14,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,3,15,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,3,16,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,3,17,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,3,18,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,3,19,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,3,20,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,3,21,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,3,22,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,3,23,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,3,24,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,3,25,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,3,26,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,3,27,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,3,28,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,3,29,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,3,30,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,3,31,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,1,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,2,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,3,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,4,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,5,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,6,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,7,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,8,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,9,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,10,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,11,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,12,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,13,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,14,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,15,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,16,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,17,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,18,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,19,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,20,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,21,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,22,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,23,42.60
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,24,9.60
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,25,11.60
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,26,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,27,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,28,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,29,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,4,30,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,1,2.20
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,2,1.40
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,3,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,4,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,5,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,6,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,7,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,8,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,9,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,10,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,11,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,12,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,13,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,14,1.20
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,15,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,16,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,17,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,18,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,19,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,20,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,21,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,22,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,23,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,24,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,25,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,26,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,27,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,28,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,29,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,30,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,5,31,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,1,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,2,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,3,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,4,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,5,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,6,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,7,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,8,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,9,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,10,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,11,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,12,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,13,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,14,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,15,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,16,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,17,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,18,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,19,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,20,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,21,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,22,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,23,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,24,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,25,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,26,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,27,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,28,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,29,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,6,30,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,1,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,2,19.60
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,3,1.60
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,4,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,5,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,6,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,7,1.40
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,8,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,9,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,10,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,11,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,12,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,13,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,14,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,15,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,16,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,17,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,18,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,19,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,20,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,21,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,22,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,23,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,24,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,25,8.40
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,26,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,27,22.60
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,28,4.80
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,29,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,30,4.20
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,7,31,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,1,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,2,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,3,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,4,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,5,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,6,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,7,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,8,3.60
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,9,2.20
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,10,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,11,28.60
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,12,4.60
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,13,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,14,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,15,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,16,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,17,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,18,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,19,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,20,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,21,2.40
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,22,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,23,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,24,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,25,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,26,24.20
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,27,13.60
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,28,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,29,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,30,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,8,31,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,1,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,2,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,3,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,4,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,5,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,6,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,7,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,8,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,9,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,10,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,11,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,12,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,13,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,14,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,15,1.80
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,16,5.80
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,17,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,18,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,19,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,20,30.20
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,21,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,22,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,23,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,24,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,25,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,26,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,27,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,28,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,29,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,9,30,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,1,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,2,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,3,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,4,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,5,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,6,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,7,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,8,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,9,23.20
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,10,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,11,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,12,1.60
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,13,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,14,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,15,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,16,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,17,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,18,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,19,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,20,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,21,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,22,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,23,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,24,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,25,2.20
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,26,2.60
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,27,4.60
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,28,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,29,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,30,8.40
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,10,31,2.80
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,1,1.40
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,2,5.40
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,3,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,4,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,5,6.80
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,6,3.60
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,7,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,8,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,9,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,10,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,11,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,12,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,13,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,14,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,15,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,16,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,17,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,18,18.60
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,19,3.60
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,20,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,21,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,22,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,23,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,24,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,25,8.60
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,26,19.20
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,27,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,28,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,29,23.20
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,11,30,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,1,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,2,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,3,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,4,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,5,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,6,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,7,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,8,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,9,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,10,2.08
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,11,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,12,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,13,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,14,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,15,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,16,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,17,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,18,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,19,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,20,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,21,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,22,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,23,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,24,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,25,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,26,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,27,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,28,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,29,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,30,6.08
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2011,12,31,46.06
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2012,1,1,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2012,1,2,0.00
ARCOT,Arcot                         ,Ranipet,"12°54'20""","79°19'20""",2012,1,3,0.00
