Station Code,Station Name,District,Latitude,Longitude,Year,Month,Day,RF in mm
CHEMBARMPAKM,Chembarambakkam               ,Kancheepuram,"13°00'30""","80°05'05""",2019,8,17,16.00
CHEMBARMPAKM,Chembarambakkam               ,Kancheepuram,"13°00'30""","80°05'05""",2019,8,18,40.00
CHEMBARMPAKM,Chembarambakkam               ,Kancheepuram,"13°00'30""","80°05'05""",2019,8,19,32.20
CHEMBARMPAKM,Chembarambakkam               ,Kancheepuram,"13°00'30""","80°05'05""",2019,8,20,35.00
CHEMBARMPAKM,Chembarambakkam               ,Kancheepuram,"13°00'30""","80°05'05""",2019,8,21,6.00
CHEMBARMPAKM,Chembarambakkam               ,Kancheepuram,"13°00'30""","80°05'05""",2019,8,22,0.00
CHEMBARMPAKM,Chembarambakkam               ,Kancheepuram,"13°00'30""","80°05'05""",2019,8,23,0.00
CHEMBARMPAKM,Chembarambakkam               ,Kancheepuram,"13°00'30""","80°05'05""",2019,8,24,0.00
CHEMBARMPAKM,Chembarambakkam               ,Kancheepuram,"13°00'30""","80°05'05""",2019,8,25,5.00
CHEMBARMPAKM,Chembarambakkam               ,Kancheepuram,"13°00'30""","80°05'05""",2019,8,26,0.00
CHEMBARMPAKM,Chembarambakkam               ,Kancheepuram,"13°00'30""","80°05'05""",2019,8,27,0.00
CHEMBARMPAKM,Chembarambakkam               ,Kancheepuram,"13°00'30""","80°05'05""",2019,8,28,0.00
CHEMBARMPAKM,Chembarambakkam               ,Kancheepuram,"13°00'30""","80°05'05""",2019,8,29,28.60
CHEMBARMPAKM,Chembarambakkam               ,Kancheepuram,"13°00'30""","80°05'05""",2019,8,30,0.00
CHEMBARMPAKM,Chembarambakkam               ,Kancheepuram,"13°00'30""","80°05'05""",2019,8,31,5.20
